lattice,M_g,U_over_D,T_over_D,n_bare_attempts,has_bare_native,has_R_converted_from_bare,has_R_reoptimized_from_bare,has_R_native_continuation,gem_reference
bethe,3,1.4,0.003,2,1,1,0,0,1
bethe,3,1.4,0.004,2,1,1,0,0,1
bethe,3,1.4,0.005,2,1,1,0,1,1
bethe,3,1.4,0.0065,2,1,1,0,0,1
bethe,3,1.4,0.008,2,1,1,0,0,1
bethe,3,1.4,0.01,2,1,1,0,0,1
bethe,3,1.4,0.015,2,1,1,0,0,1
bethe,3,1.4,0.02,2,1,1,0,0,1
bethe,3,1.4,0.025,2,1,1,0,1,1
bethe,3,1.4,0.03,2,1,1,0,0,1
bethe,3,1.4,0.05,2,1,1,0,0,1
bethe,3,1.4,0.07,2,1,1,0,0,1
bethe,3,1.4,0.1,2,1,1,0,1,1
bethe,3,1.4,0.15,2,1,1,0,0,1
bethe,3,1.4,0.2,2,1,1,0,0,1
bethe,3,1.5,0.001,2,1,1,0,0,1
bethe,3,1.5,0.002,2,1,1,0,0,1
bethe,3,1.5,0.003,2,1,1,0,0,1
bethe,3,1.5,0.004,2,1,1,0,0,1
bethe,3,1.5,0.005,2,1,1,0,1,1
bethe,3,1.5,0.0065,2,1,1,0,0,1
bethe,3,1.5,0.008,2,1,1,0,0,1
bethe,3,1.5,0.01,2,1,1,0,0,1
bethe,3,1.5,0.015,2,1,1,0,0,1
bethe,3,1.5,0.02,2,1,1,0,0,1
bethe,3,1.5,0.025,2,1,1,0,1,1
bethe,3,1.5,0.03,2,1,1,0,0,1
bethe,3,1.5,0.05,2,1,1,0,0,1
bethe,3,1.5,0.07,2,1,1,0,0,1
bethe,3,1.5,0.1,2,1,1,0,1,1
bethe,3,1.5,0.15,2,1,1,0,0,1
bethe,3,1.5,0.2,2,1,1,0,0,1
bethe,3,1.6,0.001,2,1,1,0,0,1
bethe,3,1.6,0.002,2,1,1,0,0,1
bethe,3,1.6,0.003,2,1,1,0,0,1
bethe,3,1.6,0.004,2,1,1,0,0,1
bethe,3,1.6,0.005,2,1,1,0,1,1
bethe,3,1.6,0.0065,2,1,1,0,0,1
bethe,3,1.6,0.008,2,1,1,0,0,1
bethe,3,1.6,0.01,2,1,1,0,0,1
bethe,3,1.6,0.015,2,1,1,0,0,1
bethe,3,1.6,0.02,2,1,1,0,0,1
bethe,3,1.6,0.025,2,1,1,0,1,1
bethe,3,1.6,0.03,2,1,1,0,0,1
bethe,3,1.6,0.05,2,1,1,0,0,1
bethe,3,1.6,0.07,2,1,1,0,0,1
bethe,3,1.6,0.1,2,1,1,0,1,1
bethe,3,1.6,0.15,2,1,1,0,0,1
bethe,3,1.6,0.2,2,1,1,0,0,1
bethe,3,1.7,0.001,2,1,1,0,0,1
bethe,3,1.7,0.002,2,1,1,0,0,1
bethe,3,1.7,0.003,2,1,1,0,0,1
bethe,3,1.7,0.004,2,1,1,0,0,1
bethe,3,1.7,0.005,2,1,1,0,1,1
bethe,3,1.7,0.0065,2,1,1,0,0,1
bethe,3,1.7,0.008,2,1,1,0,0,1
bethe,3,1.7,0.01,2,1,1,0,0,1
bethe,3,1.7,0.015,2,1,1,0,0,1
bethe,3,1.7,0.02,2,1,1,0,0,1
bethe,3,1.7,0.025,2,1,1,0,1,1
bethe,3,1.7,0.03,2,1,1,0,0,1
bethe,3,1.7,0.05,2,1,1,0,0,1
bethe,3,1.7,0.07,2,1,1,0,0,1
bethe,3,1.7,0.1,2,1,1,0,1,1
bethe,3,1.7,0.15,2,1,1,0,0,1
bethe,3,1.7,0.2,2,1,1,0,0,1
bethe,3,1.8,0.001,2,1,1,0,0,1
bethe,3,1.8,0.002,2,1,1,0,0,1
bethe,3,1.8,0.003,2,1,1,0,0,1
bethe,3,1.8,0.004,2,1,1,0,0,1
bethe,3,1.8,0.005,2,1,1,0,1,1
bethe,3,1.8,0.0065,2,1,1,0,0,1
bethe,3,1.8,0.008,2,1,1,0,0,1
bethe,3,1.8,0.01,2,1,1,0,0,1
bethe,3,1.8,0.015,2,1,1,0,0,1
bethe,3,1.8,0.02,2,1,1,0,0,1
bethe,3,1.8,0.025,2,1,1,0,1,1
bethe,3,1.8,0.03,2,1,1,0,0,1
bethe,3,1.8,0.05,2,1,1,0,0,1
bethe,3,1.8,0.07,2,1,1,0,0,1
bethe,3,1.8,0.1,2,1,1,0,1,1
bethe,3,1.8,0.15,2,1,1,0,0,1
bethe,3,1.8,0.2,2,1,1,0,0,1
bethe,3,1.9,0.001,2,1,1,0,0,1
bethe,3,1.9,0.002,2,1,1,0,0,1
bethe,3,1.9,0.003,2,1,1,0,0,1
bethe,3,1.9,0.004,2,1,1,0,0,1
bethe,3,1.9,0.005,2,1,1,0,1,1
bethe,3,1.9,0.0065,2,1,1,0,0,1
bethe,3,1.9,0.008,2,1,1,0,0,1
bethe,3,1.9,0.01,2,1,1,0,0,1
bethe,3,1.9,0.015,2,1,1,0,0,1
bethe,3,1.9,0.02,2,1,1,0,0,1
bethe,3,1.9,0.025,2,1,1,0,1,1
bethe,3,1.9,0.03,2,1,1,0,0,1
bethe,3,1.9,0.05,2,1,1,0,0,1
bethe,3,1.9,0.07,2,1,1,0,0,1
bethe,3,1.9,0.1,2,1,1,0,1,1
bethe,3,1.9,0.15,2,1,1,0,0,1
bethe,3,1.9,0.2,2,1,1,0,0,1
bethe,3,2.0,0.001,2,1,1,0,0,1
bethe,3,2.0,0.002,2,1,1,0,0,1
bethe,3,2.0,0.003,2,1,1,0,0,1
bethe,3,2.0,0.004,2,1,1,0,0,1
bethe,3,2.0,0.005,2,1,1,0,1,1
bethe,3,2.0,0.0065,2,1,1,0,0,1
bethe,3,2.0,0.008,2,1,1,0,0,1
bethe,3,2.0,0.01,2,1,1,0,0,1
bethe,3,2.0,0.015,2,1,1,0,0,1
bethe,3,2.0,0.02,2,1,1,0,0,1
bethe,3,2.0,0.025,2,1,1,0,1,1
bethe,3,2.0,0.03,2,1,1,0,0,1
bethe,3,2.0,0.05,2,1,1,0,0,1
bethe,3,2.0,0.07,2,1,1,0,0,1
bethe,3,2.0,0.1,2,1,1,0,1,1
bethe,3,2.0,0.15,2,1,1,0,0,1
bethe,3,2.0,0.2,2,1,1,0,0,1
bethe,3,2.05,0.001,2,1,1,0,0,1
bethe,3,2.05,0.002,2,1,1,0,0,1
bethe,3,2.05,0.003,2,1,1,0,0,1
bethe,3,2.05,0.004,2,1,1,0,0,1
bethe,3,2.05,0.005,2,1,1,0,1,1
bethe,3,2.05,0.0065,2,1,1,0,0,1
bethe,3,2.05,0.008,2,1,1,0,0,1
bethe,3,2.05,0.01,2,1,1,0,0,1
bethe,3,2.05,0.015,2,1,1,0,0,1
bethe,3,2.05,0.02,2,1,1,0,0,1
bethe,3,2.05,0.025,2,1,1,0,1,1
bethe,3,2.05,0.03,2,1,1,0,0,1
bethe,3,2.05,0.05,2,1,1,0,0,1
bethe,3,2.05,0.07,2,1,1,0,0,1
bethe,3,2.05,0.1,2,1,1,0,1,1
bethe,3,2.05,0.15,2,1,1,0,0,1
bethe,3,2.05,0.2,2,1,1,0,0,1
bethe,3,2.1,0.001,2,1,1,0,0,1
bethe,3,2.1,0.002,2,1,1,0,0,1
bethe,3,2.1,0.003,2,1,1,0,0,1
bethe,3,2.1,0.004,2,1,1,0,0,1
bethe,3,2.1,0.005,2,1,1,0,1,1
bethe,3,2.1,0.0065,2,1,1,0,0,1
bethe,3,2.1,0.008,2,1,1,0,0,1
bethe,3,2.1,0.01,2,1,1,0,0,1
bethe,3,2.1,0.015,2,1,1,0,0,1
bethe,3,2.1,0.02,2,1,1,0,0,1
bethe,3,2.1,0.025,2,1,1,0,1,1
bethe,3,2.1,0.03,2,1,1,0,0,1
bethe,3,2.1,0.05,2,1,1,0,0,1
bethe,3,2.1,0.07,2,1,1,0,0,1
bethe,3,2.1,0.1,2,1,1,0,1,1
bethe,3,2.1,0.15,2,1,1,0,0,1
bethe,3,2.1,0.2,2,1,1,0,0,1
bethe,3,2.15,0.001,2,1,1,0,0,1
bethe,3,2.15,0.002,2,1,1,0,0,1
bethe,3,2.15,0.003,2,1,1,0,0,1
bethe,3,2.15,0.004,2,1,1,0,0,1
bethe,3,2.15,0.005,2,1,1,0,1,1
bethe,3,2.15,0.0065,2,1,1,0,0,1
bethe,3,2.15,0.008,2,1,1,0,0,1
bethe,3,2.15,0.01,2,1,1,0,0,1
bethe,3,2.15,0.015,2,1,1,0,0,1
bethe,3,2.15,0.02,2,1,1,0,0,1
bethe,3,2.15,0.025,2,1,1,0,1,1
bethe,3,2.15,0.03,2,1,1,0,0,1
bethe,3,2.15,0.05,2,1,1,0,0,1
bethe,3,2.15,0.07,2,1,1,0,0,1
bethe,3,2.15,0.1,2,1,1,0,1,1
bethe,3,2.15,0.15,2,1,1,0,0,1
bethe,3,2.15,0.2,2,1,1,0,0,1
bethe,3,2.2,0.001,2,1,1,0,0,1
bethe,3,2.2,0.002,2,1,1,0,0,1
bethe,3,2.2,0.003,2,1,1,0,0,1
bethe,3,2.2,0.004,2,1,1,0,0,1
bethe,3,2.2,0.005,2,1,1,0,1,1
bethe,3,2.2,0.0065,2,1,1,0,0,1
bethe,3,2.2,0.008,2,1,1,0,0,1
bethe,3,2.2,0.01,2,1,1,0,0,1
bethe,3,2.2,0.015,2,1,1,0,0,1
bethe,3,2.2,0.02,2,1,1,0,0,1
bethe,3,2.2,0.025,2,1,1,0,1,1
bethe,3,2.2,0.03,2,1,1,0,0,1
bethe,3,2.2,0.05,2,1,1,0,0,1
bethe,3,2.2,0.07,2,1,1,0,0,1
bethe,3,2.2,0.1,2,1,1,0,1,1
bethe,3,2.2,0.15,2,1,1,0,0,1
bethe,3,2.2,0.2,2,1,1,0,0,1
bethe,3,2.25,0.001,2,1,1,0,0,1
bethe,3,2.25,0.002,2,1,1,0,0,1
bethe,3,2.25,0.003,2,1,1,0,0,1
bethe,3,2.25,0.004,2,1,1,0,0,1
bethe,3,2.25,0.005,2,1,1,0,1,1
bethe,3,2.25,0.0065,2,1,1,0,0,1
bethe,3,2.25,0.008,2,1,1,0,0,1
bethe,3,2.25,0.01,2,1,1,0,0,1
bethe,3,2.25,0.015,2,1,1,0,0,1
bethe,3,2.25,0.02,2,1,1,0,0,1
bethe,3,2.25,0.025,2,1,1,0,1,1
bethe,3,2.25,0.03,2,1,1,0,0,1
bethe,3,2.25,0.05,2,1,1,0,0,1
bethe,3,2.25,0.07,2,1,1,0,0,1
bethe,3,2.25,0.1,2,1,1,0,1,1
bethe,3,2.25,0.15,2,1,1,0,0,1
bethe,3,2.25,0.2,2,1,1,0,0,1
bethe,3,2.3,0.001,2,1,1,0,0,1
bethe,3,2.3,0.002,2,1,1,0,0,1
bethe,3,2.3,0.003,2,1,1,0,0,1
bethe,3,2.3,0.004,2,1,1,0,0,1
bethe,3,2.3,0.005,2,1,1,0,1,1
bethe,3,2.3,0.0065,2,1,1,0,0,1
bethe,3,2.3,0.008,2,1,1,0,0,1
bethe,3,2.3,0.01,2,1,1,0,0,1
bethe,3,2.3,0.015,2,1,1,0,0,1
bethe,3,2.3,0.02,2,1,1,0,0,1
bethe,3,2.3,0.025,2,1,1,0,1,1
bethe,3,2.3,0.03,2,1,1,0,0,1
bethe,3,2.3,0.05,2,1,1,0,0,1
bethe,3,2.3,0.07,2,1,1,0,0,1
bethe,3,2.3,0.1,2,1,1,0,1,1
bethe,3,2.3,0.15,2,1,1,0,0,1
bethe,3,2.3,0.2,2,1,1,0,0,1
bethe,3,2.35,0.001,2,1,1,0,0,1
bethe,3,2.35,0.002,2,1,1,0,0,1
bethe,3,2.35,0.003,2,1,1,0,0,1
bethe,3,2.35,0.004,2,1,1,0,0,1
bethe,3,2.35,0.005,2,1,1,0,1,1
bethe,3,2.35,0.0065,2,1,1,0,0,1
bethe,3,2.35,0.008,2,1,1,0,0,1
bethe,3,2.35,0.01,2,1,1,0,0,1
bethe,3,2.35,0.015,2,1,1,0,0,1
bethe,3,2.35,0.02,2,1,1,0,0,1
bethe,3,2.35,0.025,2,1,1,0,1,1
bethe,3,2.35,0.03,2,1,1,0,0,1
bethe,3,2.35,0.05,2,1,1,0,0,1
bethe,3,2.35,0.07,2,1,1,0,0,1
bethe,3,2.35,0.1,2,1,1,0,1,1
bethe,3,2.35,0.15,2,1,1,0,0,1
bethe,3,2.35,0.2,2,1,1,0,0,1
bethe,3,2.4,0.001,2,1,1,0,0,1
bethe,3,2.4,0.002,2,1,1,0,0,1
bethe,3,2.4,0.003,2,1,1,0,0,1
bethe,3,2.4,0.004,2,1,1,0,0,1
bethe,3,2.4,0.005,2,1,1,0,1,1
bethe,3,2.4,0.0065,2,1,1,0,0,1
bethe,3,2.4,0.008,2,1,1,0,0,1
bethe,3,2.4,0.01,2,1,1,0,0,1
bethe,3,2.4,0.015,2,1,1,0,0,1
bethe,3,2.4,0.02,2,1,1,0,0,1
bethe,3,2.4,0.025,2,1,1,0,1,1
bethe,3,2.4,0.03,2,1,1,0,0,1
bethe,3,2.4,0.05,2,1,1,0,0,1
bethe,3,2.4,0.07,2,1,1,0,0,1
bethe,3,2.4,0.1,2,1,1,0,1,1
bethe,3,2.4,0.15,2,1,1,0,0,1
bethe,3,2.4,0.2,2,1,1,0,0,1
bethe,3,2.45,0.001,2,1,1,0,0,1
bethe,3,2.45,0.002,2,1,1,0,0,1
bethe,3,2.45,0.003,2,1,1,0,0,1
bethe,3,2.45,0.004,2,1,1,0,0,1
bethe,3,2.45,0.005,2,1,1,0,1,1
bethe,3,2.45,0.0065,2,1,1,0,0,1
bethe,3,2.45,0.008,2,1,1,0,0,1
bethe,3,2.45,0.01,2,1,1,0,0,1
bethe,3,2.45,0.015,2,1,1,0,0,1
bethe,3,2.45,0.02,2,1,1,0,0,1
bethe,3,2.45,0.025,2,1,1,0,1,1
bethe,3,2.45,0.03,2,1,1,0,0,1
bethe,3,2.45,0.05,2,1,1,0,0,1
bethe,3,2.45,0.07,2,1,1,0,0,1
bethe,3,2.45,0.1,2,1,1,0,1,1
bethe,3,2.45,0.15,2,1,1,0,0,1
bethe,3,2.45,0.2,2,1,1,0,0,1
bethe,3,2.5,0.001,2,1,1,0,0,1
bethe,3,2.5,0.002,2,1,1,0,0,1
bethe,3,2.5,0.003,2,1,1,0,0,1
bethe,3,2.5,0.004,2,1,1,0,0,1
bethe,3,2.5,0.005,2,1,1,0,1,1
bethe,3,2.5,0.0065,2,1,1,0,0,1
bethe,3,2.5,0.008,2,1,1,0,0,1
bethe,3,2.5,0.01,2,1,1,0,0,1
bethe,3,2.5,0.015,2,1,1,0,0,1
bethe,3,2.5,0.02,2,1,1,0,0,1
bethe,3,2.5,0.025,2,1,1,0,1,1
bethe,3,2.5,0.03,2,1,1,0,0,1
bethe,3,2.5,0.05,2,1,1,0,0,1
bethe,3,2.5,0.07,2,1,1,0,0,1
bethe,3,2.5,0.1,2,1,1,0,1,1
bethe,3,2.5,0.15,2,1,1,0,0,1
bethe,3,2.5,0.2,2,1,1,0,0,1
bethe,3,2.55,0.001,2,1,1,0,0,1
bethe,3,2.55,0.002,2,1,1,0,0,1
bethe,3,2.55,0.003,2,1,1,0,0,1
bethe,3,2.55,0.004,2,1,1,0,0,1
bethe,3,2.55,0.005,2,1,1,0,1,1
bethe,3,2.55,0.0065,2,1,1,0,0,1
bethe,3,2.55,0.008,2,1,1,0,0,1
bethe,3,2.55,0.01,2,1,1,0,0,1
bethe,3,2.55,0.015,2,1,1,0,0,1
bethe,3,2.55,0.02,2,1,1,0,0,1
bethe,3,2.55,0.025,2,1,1,0,1,1
bethe,3,2.55,0.03,2,1,1,0,0,1
bethe,3,2.55,0.05,2,1,1,0,0,1
bethe,3,2.55,0.07,2,1,1,0,0,1
bethe,3,2.55,0.1,2,1,1,0,1,1
bethe,3,2.55,0.15,2,1,1,0,0,1
bethe,3,2.55,0.2,2,1,1,0,0,1
bethe,3,2.6,0.001,2,1,1,0,0,1
bethe,3,2.6,0.002,2,1,1,0,0,1
bethe,3,2.6,0.003,2,1,1,0,0,1
bethe,3,2.6,0.004,2,1,1,0,0,1
bethe,3,2.6,0.005,2,1,1,0,1,1
bethe,3,2.6,0.0065,2,1,1,0,0,1
bethe,3,2.6,0.008,2,1,1,0,0,1
bethe,3,2.6,0.01,2,1,1,0,0,1
bethe,3,2.6,0.015,2,1,1,0,0,1
bethe,3,2.6,0.02,2,1,1,0,0,1
bethe,3,2.6,0.025,2,1,1,0,1,1
bethe,3,2.6,0.03,2,1,1,0,0,1
bethe,3,2.6,0.05,2,1,1,0,0,1
bethe,3,2.6,0.07,2,1,1,0,0,1
bethe,3,2.6,0.1,2,1,1,0,1,1
bethe,3,2.6,0.15,2,1,1,0,0,1
bethe,3,2.6,0.2,2,1,1,0,0,1
bethe,3,2.65,0.001,2,1,1,0,0,1
bethe,3,2.65,0.002,2,1,1,0,0,1
bethe,3,2.65,0.003,2,1,1,0,0,1
bethe,3,2.65,0.004,2,1,1,0,0,1
bethe,3,2.65,0.005,2,1,1,0,1,1
bethe,3,2.65,0.0065,2,1,1,0,0,1
bethe,3,2.65,0.008,2,1,1,0,0,1
bethe,3,2.65,0.01,2,1,1,0,0,1
bethe,3,2.65,0.015,2,1,1,0,0,1
bethe,3,2.65,0.02,2,1,1,0,0,1
bethe,3,2.65,0.025,2,1,1,0,1,1
bethe,3,2.65,0.03,2,1,1,0,0,1
bethe,3,2.65,0.05,2,1,1,0,0,1
bethe,3,2.65,0.07,2,1,1,0,0,1
bethe,3,2.65,0.1,2,1,1,0,1,1
bethe,3,2.65,0.15,2,1,1,0,0,1
bethe,3,2.65,0.2,2,1,1,0,0,1
bethe,3,2.7,0.001,2,1,1,0,0,1
bethe,3,2.7,0.002,2,1,1,0,0,1
bethe,3,2.7,0.003,2,1,1,0,0,1
bethe,3,2.7,0.004,2,1,1,0,0,1
bethe,3,2.7,0.005,2,1,1,0,1,1
bethe,3,2.7,0.0065,2,1,1,0,0,1
bethe,3,2.7,0.008,2,1,1,0,0,1
bethe,3,2.7,0.01,2,1,1,0,0,1
bethe,3,2.7,0.015,2,1,1,0,0,1
bethe,3,2.7,0.02,2,1,1,0,0,1
bethe,3,2.7,0.025,2,1,1,0,1,1
bethe,3,2.7,0.03,2,1,1,0,0,1
bethe,3,2.7,0.05,2,1,1,0,0,1
bethe,3,2.7,0.07,2,1,1,0,0,1
bethe,3,2.7,0.1,2,1,1,0,1,1
bethe,3,2.7,0.15,2,1,1,0,0,1
bethe,3,2.7,0.2,2,1,1,0,0,1
bethe,3,2.75,0.001,2,1,1,0,0,1
bethe,3,2.75,0.002,2,1,1,0,0,1
bethe,3,2.75,0.003,2,1,1,0,0,1
bethe,3,2.75,0.004,2,1,1,0,0,1
bethe,3,2.75,0.005,2,1,1,0,1,1
bethe,3,2.75,0.0065,2,1,1,0,0,1
bethe,3,2.75,0.008,2,1,1,0,0,1
bethe,3,2.75,0.01,2,1,1,0,0,1
bethe,3,2.75,0.015,2,1,1,0,0,1
bethe,3,2.75,0.02,2,1,1,0,0,1
bethe,3,2.75,0.025,2,1,1,0,1,1
bethe,3,2.75,0.03,2,1,1,0,0,1
bethe,3,2.75,0.05,2,1,1,0,0,1
bethe,3,2.75,0.07,2,1,1,0,0,1
bethe,3,2.75,0.1,2,1,1,0,1,1
bethe,3,2.75,0.15,2,1,1,0,0,1
bethe,3,2.75,0.2,2,1,1,0,0,1
bethe,3,2.8,0.001,2,1,1,0,0,1
bethe,3,2.8,0.002,2,1,1,0,0,1
bethe,3,2.8,0.003,2,1,1,0,0,1
bethe,3,2.8,0.004,2,1,1,0,0,1
bethe,3,2.8,0.005,2,1,1,0,1,1
bethe,3,2.8,0.0065,2,1,1,0,0,1
bethe,3,2.8,0.008,2,1,1,0,0,1
bethe,3,2.8,0.01,2,1,1,0,0,1
bethe,3,2.8,0.015,2,1,1,0,0,1
bethe,3,2.8,0.02,2,1,1,0,0,1
bethe,3,2.8,0.025,2,1,1,0,1,1
bethe,3,2.8,0.03,2,1,1,0,0,1
bethe,3,2.8,0.05,2,1,1,0,0,1
bethe,3,2.8,0.07,2,1,1,0,0,1
bethe,3,2.8,0.1,2,1,1,0,1,1
bethe,3,2.8,0.15,2,1,1,0,0,1
bethe,3,2.8,0.2,2,1,1,0,0,1
bethe,3,2.85,0.001,2,1,1,0,0,1
bethe,3,2.85,0.002,2,1,1,0,0,1
bethe,3,2.85,0.003,2,1,1,0,0,1
bethe,3,2.85,0.004,2,1,1,0,0,1
bethe,3,2.85,0.005,2,1,1,0,1,1
bethe,3,2.85,0.0065,2,1,1,0,0,1
bethe,3,2.85,0.008,2,1,1,0,0,1
bethe,3,2.85,0.01,2,1,1,0,0,1
bethe,3,2.85,0.015,2,1,1,0,0,1
bethe,3,2.85,0.02,2,1,1,0,0,1
bethe,3,2.85,0.025,2,1,1,0,1,1
bethe,3,2.85,0.03,2,1,1,0,0,1
bethe,3,2.85,0.05,2,1,1,0,0,1
bethe,3,2.85,0.07,2,1,1,0,0,1
bethe,3,2.85,0.1,2,1,1,0,1,1
bethe,3,2.85,0.15,2,1,1,0,0,1
bethe,3,2.85,0.2,2,1,1,0,0,1
bethe,3,2.9,0.001,2,1,1,0,0,1
bethe,3,2.9,0.002,2,1,1,0,0,1
bethe,3,2.9,0.003,2,1,1,0,0,1
bethe,3,2.9,0.004,2,1,1,0,0,1
bethe,3,2.9,0.005,2,1,1,0,1,1
bethe,3,2.9,0.0065,2,1,1,0,0,1
bethe,3,2.9,0.008,2,1,1,0,0,1
bethe,3,2.9,0.01,2,1,1,0,0,1
bethe,3,2.9,0.015,2,1,1,0,0,1
bethe,3,2.9,0.02,2,1,1,0,0,1
bethe,3,2.9,0.025,2,1,1,0,1,1
bethe,3,2.9,0.03,2,1,1,0,0,1
bethe,3,2.9,0.05,2,1,1,0,0,1
bethe,3,2.9,0.07,2,1,1,0,0,1
bethe,3,2.9,0.1,2,1,1,0,1,1
bethe,3,2.9,0.15,2,1,1,0,0,1
bethe,3,2.9,0.2,2,1,1,0,0,1
bethe,3,2.95,0.001,2,1,1,0,0,1
bethe,3,2.95,0.002,2,1,1,0,0,1
bethe,3,2.95,0.003,2,1,1,0,0,1
bethe,3,2.95,0.004,2,1,1,0,0,1
bethe,3,2.95,0.005,2,1,1,0,1,1
bethe,3,2.95,0.0065,2,1,1,0,0,1
bethe,3,2.95,0.008,2,1,1,0,0,1
bethe,3,2.95,0.01,2,1,1,0,0,1
bethe,3,2.95,0.015,2,1,1,0,0,1
bethe,3,2.95,0.02,2,1,1,0,0,1
bethe,3,2.95,0.025,2,1,1,0,1,1
bethe,3,2.95,0.03,2,1,1,0,0,1
bethe,3,2.95,0.05,2,1,1,0,0,1
bethe,3,2.95,0.07,2,1,1,0,0,1
bethe,3,2.95,0.1,2,1,1,0,1,1
bethe,3,2.95,0.15,2,1,1,0,0,1
bethe,3,2.95,0.2,2,1,1,0,0,1
bethe,3,3.0,0.001,2,1,1,0,0,1
bethe,3,3.0,0.002,2,1,1,0,0,1
bethe,3,3.0,0.003,2,1,1,0,0,1
bethe,3,3.0,0.004,2,1,1,0,0,1
bethe,3,3.0,0.005,2,1,1,0,1,1
bethe,3,3.0,0.0065,2,1,1,0,0,1
bethe,3,3.0,0.008,2,1,1,0,0,1
bethe,3,3.0,0.01,2,1,1,0,0,1
bethe,3,3.0,0.015,2,1,1,0,0,1
bethe,3,3.0,0.02,2,1,1,0,0,1
bethe,3,3.0,0.025,2,1,1,0,1,1
bethe,3,3.0,0.03,2,1,1,0,0,1
bethe,3,3.0,0.05,2,1,1,0,0,1
bethe,3,3.0,0.07,2,1,1,0,0,1
bethe,3,3.0,0.1,2,1,1,0,1,1
bethe,3,3.0,0.15,2,1,1,0,0,1
bethe,3,3.0,0.2,2,1,1,0,0,1
bethe,3,3.05,0.001,2,1,1,0,0,1
bethe,3,3.05,0.002,2,1,1,0,0,1
bethe,3,3.05,0.003,2,1,1,0,0,1
bethe,3,3.05,0.004,2,1,1,0,0,1
bethe,3,3.05,0.005,2,1,1,0,1,1
bethe,3,3.05,0.0065,2,1,1,0,0,1
bethe,3,3.05,0.008,2,1,1,0,0,1
bethe,3,3.05,0.01,2,1,1,0,0,1
bethe,3,3.05,0.015,2,1,1,0,0,1
bethe,3,3.05,0.02,2,1,1,0,0,1
bethe,3,3.05,0.025,2,1,1,0,1,1
bethe,3,3.05,0.03,2,1,1,0,0,1
bethe,3,3.05,0.05,2,1,1,0,0,1
bethe,3,3.05,0.07,2,1,1,0,0,1
bethe,3,3.05,0.1,2,1,1,0,1,1
bethe,3,3.05,0.15,2,1,1,0,0,1
bethe,3,3.05,0.2,2,1,1,0,0,1
bethe,3,3.1,0.001,2,1,1,0,0,1
bethe,3,3.1,0.002,2,1,1,0,0,1
bethe,3,3.1,0.003,2,1,1,0,0,1
bethe,3,3.1,0.004,2,1,1,0,0,1
bethe,3,3.1,0.005,2,1,1,0,1,1
bethe,3,3.1,0.0065,2,1,1,0,0,1
bethe,3,3.1,0.008,2,1,1,0,0,1
bethe,3,3.1,0.01,2,1,1,0,0,1
bethe,3,3.1,0.015,2,1,1,0,0,1
bethe,3,3.1,0.02,2,1,1,0,0,1
bethe,3,3.1,0.025,2,1,1,0,1,1
bethe,3,3.1,0.03,2,1,1,0,0,1
bethe,3,3.1,0.05,2,1,1,0,0,1
bethe,3,3.1,0.07,2,1,1,0,0,1
bethe,3,3.1,0.1,2,1,1,0,1,1
bethe,3,3.1,0.15,2,1,1,0,0,1
bethe,3,3.1,0.2,2,1,1,0,0,1
bethe,3,3.15,0.001,2,1,1,0,0,1
bethe,3,3.15,0.002,2,1,1,0,0,1
bethe,3,3.15,0.003,2,1,1,0,0,1
bethe,3,3.15,0.004,2,1,1,0,0,1
bethe,3,3.15,0.005,2,1,1,0,1,1
bethe,3,3.15,0.0065,2,1,1,0,0,1
bethe,3,3.15,0.008,2,1,1,0,0,1
bethe,3,3.15,0.01,2,1,1,0,0,1
bethe,3,3.15,0.015,2,1,1,0,0,1
bethe,3,3.15,0.02,2,1,1,0,0,1
bethe,3,3.15,0.025,2,1,1,0,1,1
bethe,3,3.15,0.03,2,1,1,0,0,1
bethe,3,3.15,0.05,2,1,1,0,0,1
bethe,3,3.15,0.07,2,1,1,0,0,1
bethe,3,3.15,0.1,2,1,1,0,1,1
bethe,3,3.15,0.15,2,1,1,0,0,1
bethe,3,3.15,0.2,2,1,1,0,0,1
bethe,3,3.2,0.001,2,1,1,0,0,1
bethe,3,3.2,0.002,2,1,1,0,0,1
bethe,3,3.2,0.003,2,1,1,0,0,1
bethe,3,3.2,0.004,2,1,1,0,0,1
bethe,3,3.2,0.005,2,1,1,0,1,1
bethe,3,3.2,0.0065,2,1,1,0,0,1
bethe,3,3.2,0.008,2,1,1,0,0,1
bethe,3,3.2,0.01,2,1,1,0,0,1
bethe,3,3.2,0.015,2,1,1,0,0,1
bethe,3,3.2,0.02,2,1,1,0,0,1
bethe,3,3.2,0.025,2,1,1,0,1,1
bethe,3,3.2,0.03,2,1,1,0,0,1
