lattice,M_g,M_h,gauge,solver_route,quadrature,integration_nodes,Nk,n_eps,branch,U_over_D,T_over_D,U_raw,T_raw,Z_pole,Z_mats,D_occ,n,Omega,Omega_over_D,E_kin,E_kin_over_D,E_pot,E_pot_over_D,E_tot_over_D,resnorm,converged,dist_to_spinodal_UD,norm_error,roundtrip_error,floor_limited,equation_accepted,physical,gated,branch_continuous,selected
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,insulator,2.0,0.01,4.0,0.02,1.0785164523780298e-07,1.0785164523780254e-07,4.0967388097841286e-14,1.0,-2.020882168859643,-1.0104410844298215,-0.014036894578755118,-0.007018447289377559,1.6386955239136515e-13,8.193477619568257e-14,-0.0070184472892956245,9.852860746356642e-05,1,1.2,0.0,5.0111026439481066e-11,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,insulator,2.0,0.01,4.0,0.02,1.243654943130466e-07,1.2436549431304613e-07,4.0365583375617675e-14,0.9999999999999998,-2.020881120929772,-1.010440560464886,-0.01403479941584333,-0.007017399707921665,1.614623335024707e-13,8.073116675123535e-14,-0.007017399707840934,9.849920530072243e-05,1,1.2,1.1102230246251565e-16,4.0888181729314965e-11,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,insulator,2.0,0.01,4.0,0.02,8.02598421990691e-09,8.025984219906879e-09,4.1191055129423807e-14,1.0000000000000002,-2.0208822533151647,-1.0104411266575823,-0.014037063434281127,-0.007018531717140564,1.6476422051769523e-13,8.238211025884761e-14,-0.007018531717058182,9.85308737798474e-05,1,1.2,4.440892098500626e-16,1.1620571171988558e-10,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,insulator,2.5,0.01,5.0,0.02,7.647785263950868e-09,7.647785263950838e-09,3.779041431143482e-12,0.9999999999999998,-2.52146612192891,-1.260733060964455,-0.015204379227589198,-0.007602189613794599,1.889520715571741e-11,9.447603577858705e-12,-0.007602189604346996,0.00011562952059852626,1,0.7,0.0,1.8248158539790893e-10,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,insulator,2.5,0.01,5.0,0.02,5.931990415776794e-09,5.931990415776773e-09,3.777969044999733e-12,1.0000000000000002,-2.521465880984209,-1.2607329404921046,-0.015203897526216766,-0.007601948763108383,1.8889845224998665e-11,9.444922612499332e-12,-0.0076019487536634605,0.00011562218675952482,1,0.7,0.0,1.028190865781653e-10,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,insulator,2.5,0.01,5.0,0.02,2.905802887350856e-08,2.9058028873508445e-08,3.7799426067399464e-12,1.0000000000000002,-2.5214655785068487,-1.2607327892534244,-0.015203292808699727,-0.007601646404349864,1.8899713033699732e-11,9.449856516849866e-12,-0.007601646394900007,0.00011561303544767268,1,0.7,2.220446049250313e-16,7.977973837114405e-11,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,insulator,2.5,0.01,5.0,0.02,1.2208426507843928e-08,1.2208426507843874e-08,3.7827554852252195e-12,1.0,-2.521466188610603,-1.2607330943053014,-0.01520451254077639,-0.007602256270388195,1.8913777426126098e-11,9.456888713063049e-12,-0.007602256260931307,0.00011563157686059788,1,0.7,0.0,9.154987878901011e-11,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,insulator,3.0,0.01,6.0,0.02,2.494037920923496e-09,2.494037920923485e-09,2.3228909019720605e-12,1.0000000000000002,-3.020823625765942,-1.510411812882971,-0.013919846967467325,-0.006959923483733662,1.3937345411832363e-11,6.9686727059161815e-12,-0.006959923476764989,9.6911767118246e-05,1,0.2,4.440892098500626e-16,1.9203127976652468e-10,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,insulator,3.0,0.01,6.0,0.02,1.9661290283583225e-09,1.966129028358315e-09,2.3230640177293566e-12,1.0000000000000002,-3.020823417667387,-1.5104117088336935,-0.013919430906546876,-0.006959715453273438,1.393838410637614e-11,6.96919205318807e-12,-0.006959715446304246,9.690597671302203e-05,1,0.2,2.220446049250313e-16,2.338609306207218e-10,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,insulator,3.0,0.01,6.0,0.02,1.8029869859726478e-07,1.80298698597264e-07,2.3244254295572585e-12,1.0000000000000002,-3.0208244005888645,-1.5104122002944322,-0.013921396106215782,-0.006960698053107891,1.394655257734355e-11,6.973276288671775e-12,-0.006960698046134615,9.693352570320287e-05,1,0.2,0.0,2.7416291459303466e-11,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,insulator,3.0,0.01,6.0,0.02,2.7630623572575227e-09,2.7630623572575107e-09,2.324076001620182e-12,1.0,-3.020823327109312,-1.510411663554656,-0.013919249850510476,-0.006959624925255238,1.394445600972109e-11,6.972228004860545e-12,-0.00695962491828301,9.690346309556682e-05,1,0.2,0.0,1.3932321962784044e-10,1,,,,,
square,1,2,R_native,R_native,uniform_kmesh,256,16,,metal,2.0,0.001,4.0,0.002,0.5918659476721433,0.5918659476721423,0.09279242762644795,1.0,-2.1201214464457436,-1.0600607232228718,-0.49491943136089417,-0.24745971568044708,0.3711697105057918,0.1855848552528959,-0.06187486042755119,7.853802974023924e-05,1,1.2,1.1102230246251565e-16,7.460698725481052e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,1024,32,,metal,2.0,0.001,4.0,0.002,0.595528715164127,0.5955287151641261,0.09354236975284234,1.0000000000000002,-2.1222684174336237,-1.0611342087168119,-0.5001641233016012,-0.2500820616508006,0.3741694790113694,0.1870847395056847,-0.06299732214511591,7.797347711398267e-05,1,1.2,0.0,6.750155989720952e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,4096,64,,metal,2.0,0.001,4.0,0.002,0.5965273932646831,0.5965273932646818,0.09373772890665323,0.9999999999999993,-2.1227602975520696,-1.0613801487760348,-0.5014867807120468,-0.2507433903560234,0.3749509156266129,0.18747545781330646,-0.06326793254271693,7.726845195950858e-05,1,1.2,0.0,7.815970093361102e-14,0,,,,,
square,1,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,metal,2.0,0.001,4.0,0.002,0.5968492232427128,0.596849223242712,0.09379980391696575,0.9999999999999996,-2.122882106236645,-1.0614410531183225,-0.5019024220281013,-0.25095121101405066,0.375199215667863,0.1875996078339315,-0.06335160318011915,7.699037438365343e-05,1,1.2,2.220446049250313e-16,7.105427357601002e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,256,16,,metal,2.5,0.001,5.0,0.002,0.37121036735105106,0.3712103673510501,0.05374156079282473,0.9999999999999998,-2.546536822069335,-1.2732684110346675,-0.32071578455091154,-0.16035789227545577,0.26870780396412364,0.13435390198206182,-0.026003990293393953,0.00010706407401396555,1,0.7,2.220446049250313e-16,6.039613253960852e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,1024,32,,metal,2.5,0.001,5.0,0.002,0.37685813406606583,0.3768581340660647,0.05466413759343667,1.0000000000000009,-2.5478237688137995,-1.2739118844068997,-0.32667731923489635,-0.16333865961744817,0.27332068796718334,0.13666034398359167,-0.026678315633856503,0.00010557420431009375,1,0.7,0.0,7.105427357601002e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,4096,64,,metal,2.5,0.001,5.0,0.002,0.3782688972246872,0.37826889722468626,0.05489525174987427,1.0,-2.5481140333458967,-1.2740570166729484,-0.32817592314327654,-0.16408796157163827,0.27447625874937137,0.13723812937468569,-0.026849832196952583,0.00010519974755024335,1,0.7,0.0,6.394884621840902e-14,0,,,,,
square,1,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,metal,2.5,0.001,5.0,0.002,0.3786786946267426,0.37867869462674175,0.05496235812212887,0.9999999999999999,-2.548175786019442,-1.274087893009721,-0.3286109243952246,-0.1643054621976123,0.27481179061064437,0.13740589530532218,-0.026899566892290117,0.00010508324311988075,1,0.7,0.0,5.684341886080802e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,256,16,,metal,3.0,0.001,6.0,0.002,0.11038951311136962,0.11038951311136928,0.014917184262821606,0.9999999999999984,-3.011755877875217,-1.5058779389376085,-0.10858106816008427,-0.054290534080042134,0.08950310557692964,0.04475155278846482,-0.009538981291577313,0.00013130341924357848,1,0.2,2.220446049250313e-16,4.618527782440651e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,1024,32,,metal,3.0,0.001,6.0,0.002,0.11807875493289897,0.1180787549328985,0.015988341463016444,0.9999999999999994,-3.0120630119848357,-1.5060315059924179,-0.11538185374766581,-0.057690926873832905,0.09593004877809866,0.04796502438904933,-0.009725902484783576,0.00013045639188878142,1,0.2,2.220446049250313e-16,4.440892098500626e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,4096,64,,metal,3.0,0.001,6.0,0.002,0.11951131189143414,0.11951131189143378,0.016188219317655267,0.9999999999999991,-3.0121100795746045,-1.5060550397873023,-0.11666585682826414,-0.05833292841413207,0.0971293159059316,0.0485646579529658,-0.009768270461166267,0.0001301869556490599,1,0.2,2.220446049250313e-16,3.730349362740526e-14,0,,,,,
square,1,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,metal,3.0,0.001,6.0,0.002,0.11972610943721967,0.11972610943721926,0.01621814643579969,1.0,-3.012113100197446,-1.506056550098723,-0.11685516343460225,-0.05842758171730113,0.09730887861479814,0.04865443930739907,-0.009773142409902055,0.00013013472819765743,1,0.2,0.0,4.263256414560601e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,256,16,,insulator,2.0,0.001,4.0,0.002,1.0050297749588742e-07,1.0050297749588707e-07,3.796862046054582e-13,1.0,-2.0101403436406358,-1.0050701718203179,-0.017505080729543862,-0.008752540364771931,1.5187448184218329e-12,7.593724092109164e-13,-0.00875254036401256,0.0001532426463424618,1,1.2,0.0,4.211031523482234e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,1024,32,,insulator,2.0,0.001,4.0,0.002,1.0490141921783291e-07,1.0490141921783243e-07,3.8027679889654605e-13,1.0000000000000002,-2.0101402166528217,-1.0050701083264109,-0.01750482688526816,-0.00875241344263408,1.5211071955861842e-12,7.605535977930921e-13,-0.008752413441873526,0.00015323821179617265,1,1.2,2.220446049250313e-16,3.6642688883148367e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,4096,64,,insulator,2.0,0.001,4.0,0.002,1.1991805526354804e-07,1.1991805526354746e-07,3.801331036281457e-13,1.0,-2.0101412252140847,-1.0050706126070423,-0.017506842964590624,-0.008753421482295312,1.520532414512583e-12,7.602662072562915e-13,-0.008753421481535045,0.0001532735401463745,1,1.2,0.0,3.530331582624058e-11,0,,,,,
square,1,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,insulator,2.0,0.001,4.0,0.002,9.796404898399666e-08,9.79640489839963e-08,3.80674537535733e-13,0.9999999999999999,-2.0101402453852657,-1.0050701226926329,-0.017504884323415366,-0.008752442161707683,1.522698150142932e-12,7.61349075071466e-13,-0.008752442160946334,0.00015323920376918238,1,1.2,1.1102230246251565e-16,3.239719603698177e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,256,16,,insulator,2.5,0.001,5.0,0.002,1.2449691244585803e-07,1.244969124458576e-07,4.355077174720674e-12,1.0,-2.510577848264745,-1.2552889241323726,-0.018379614601460308,-0.009189807300730154,2.177538587360337e-11,1.0887692936801686e-11,-0.00918980728984246,0.00016895869488097817,1,0.7,2.220446049250313e-16,3.044320351364149e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,1024,32,,insulator,2.5,0.001,5.0,0.002,1.1475982664155021e-07,1.1475982664154974e-07,4.355896805383619e-12,1.0000000000000002,-2.51057750721872,-1.25528875360936,-0.018378932898487205,-0.009189466449243603,2.1779484026918096e-11,1.0889742013459048e-11,-0.00918946643835386,0.00016894614949925215,1,0.7,1.1102230246251565e-16,3.4141578453272814e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,4096,64,,insulator,2.5,0.001,5.0,0.002,1.2032853580205131e-07,1.2032853580205079e-07,4.3531994380733805e-12,0.9999999999999999,-2.5105777413294064,-1.2552888706647032,-0.018379400852743106,-0.009189700426371553,2.1765997190366903e-11,1.0882998595183451e-11,-0.009189700415488554,0.00016895474883140478,1,0.7,0.0,2.8666846674241242e-11,0,,,,,
square,1,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,insulator,2.5,0.001,5.0,0.002,1.2070716826074575e-07,1.207071682607454e-07,4.35315876248058e-12,1.0,-2.510577590053245,-1.2552887950266225,-0.01837909847609722,-0.00918954923804861,2.1765793812402902e-11,1.0882896906201451e-11,-0.009189549227165713,0.0001689491851795295,1,0.7,2.220446049250313e-16,2.077626959362533e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,256,16,,insulator,3.0,0.001,6.0,0.002,7.180356365044939e-08,7.180356365044914e-08,2.6894301893848266e-12,1.0,-3.010121268545717,-1.5050606342728585,-0.01746695019389463,-0.008733475096947316,1.613658113630896e-11,8.06829056815448e-12,-0.008733475088879025,0.00015258759876212808,1,0.2,0.0,4.8057557933134376e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,1024,32,,insulator,3.0,0.001,6.0,0.002,7.149212599700572e-08,7.149212599700543e-08,2.6889371624169354e-12,0.9999999999999999,-3.01012128015131,-1.505060640075655,-0.01746697339293564,-0.00873348669646782,1.6133622974501613e-11,8.066811487250806e-12,-0.008733486688401008,0.0001525880009933898,1,0.2,0.0,2.7505109301273478e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,4096,64,,insulator,3.0,0.001,6.0,0.002,7.142789415489874e-08,7.14278941548985e-08,2.6901136868712198e-12,0.9999999999999999,-3.010121367639343,-1.5050606838196714,-0.01746714827854346,-0.00873357413927173,1.614068212122732e-11,8.07034106061366e-12,-0.00873357413120139,0.00015259106254217312,1,0.2,2.220446049250313e-16,3.806377435466857e-11,0,,,,,
square,1,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,insulator,3.0,0.001,6.0,0.002,7.076955288452903e-08,7.076955288452881e-08,2.68719492438545e-12,1.0,-3.0101211970376696,-1.5050605985188348,-0.017466807254281107,-0.008733403627140554,1.61231695463127e-11,8.06158477315635e-12,-0.00873340361907897,0.00015258508327752583,1,0.2,0.0,3.878142251778627e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,256,16,,metal,2.0,0.01,4.0,0.02,0.5913294626523202,0.5913294626523193,0.09268880264305329,0.9999999999999996,-2.123180065164952,-1.061590032582476,-0.49422770868341437,-0.24711385434170718,0.37075521057221317,0.18537760528610658,-0.0617362490556006,7.895898296692006e-05,1,1.2,0.0,6.394884621840902e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,1024,32,,metal,2.0,0.01,4.0,0.02,0.5947055797767264,0.5947055797767256,0.09336088167458914,0.9999999999999999,-2.124109132009913,-1.0620545660049565,-0.4988276828371505,-0.24941384141857526,0.37344352669835656,0.18672176334917828,-0.06269207806939697,7.739107806311982e-05,1,1.2,0.0,6.750155989720952e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,4096,64,,metal,2.0,0.01,4.0,0.02,0.5951111058657318,0.595111105865731,0.09344222063315688,0.9999999999999997,-2.1241740591647016,-1.0620870295823508,-0.499388446871998,-0.249694223435999,0.3737688825326275,0.18688444126631376,-0.06280978216968525,7.722647951396934e-05,1,1.2,0.0,6.394884621840902e-14,0,,,,,
square,1,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,metal,2.0,0.01,4.0,0.02,0.5951211897581942,0.5951211897581934,0.09344424385670673,1.0000000000000002,-2.1241749843990974,-1.0620874921995487,-0.49940239898981126,-0.24970119949490563,0.3737769754268269,0.18688848771341346,-0.06281271178149217,7.72224032134127e-05,1,1.2,2.220446049250313e-16,6.039613253960852e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,256,16,,metal,2.5,0.01,5.0,0.02,0.36871769108931995,0.36871769108931907,0.053336653712822785,0.9999999999999999,-2.5497895606020293,-1.2748947803010147,-0.31810993254329983,-0.15905496627164992,0.26668326856411395,0.13334163428205698,-0.02571333198959294,0.00010772324263258647,1,0.7,1.1102230246251565e-16,5.684341886080802e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,1024,32,,metal,2.5,0.01,5.0,0.02,0.37227151321429436,0.3722715132142935,0.05391534434374561,1.0000000000000002,-2.5500706254419327,-1.2750353127209664,-0.32183549858694754,-0.16091774929347377,0.26957672171872804,0.13478836085936402,-0.02612938843410975,0.00010678672648673055,1,0.7,0.0,5.684341886080802e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,4096,64,,metal,2.5,0.01,5.0,0.02,0.37244240830467623,0.3724424083046753,0.053943127932748955,1.0,-2.5500777877457708,-1.2750388938728854,-0.32201396578649716,-0.16100698289324858,0.2697156396637448,0.1348578198318724,-0.026149163061376185,0.00010673295177304888,1,0.7,0.0,6.394884621840902e-14,0,,,,,
square,1,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,metal,2.5,0.01,5.0,0.02,0.3724419269582257,0.3724419269582248,0.05394313259810748,1.0000000000000007,-2.550078086166245,-1.2750390430831224,-0.3220146355779715,-0.16100731778898575,0.2697156629905374,0.1348578314952687,-0.02614948629371705,0.0001067414224325848,1,0.7,0.0,6.394884621840902e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,256,16,,metal,3.0,0.01,6.0,0.02,0.1477902746469903,0.1477902746469899,0.020504689631878476,0.9999999999999996,-3.016454791606492,-1.508227395803246,-0.1369892888082169,-0.06849464440410845,0.12302813779127086,0.06151406889563543,-0.0069805755084730164,0.0008231308528710604,1,0.2,2.220446049250313e-16,4.085620730620576e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,1024,32,,metal,3.0,0.01,6.0,0.02,0.14827304801552119,0.14827304801552066,0.020569243432417766,1.0000000000000002,-3.016431772516583,-1.5082158862582915,-0.1374113560395564,-0.0687056780197782,0.12341546059450659,0.061707730297253294,-0.006997947722524905,0.0008201787464873678,1,0.2,2.220446049250313e-16,4.618527782440651e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,4096,64,,metal,3.0,0.01,6.0,0.02,0.14827786273180155,0.14827786273180107,0.020569888468934153,1.0000000000000002,-3.016431518961369,-1.5082157594806844,-0.13741537518161692,-0.06870768759080846,0.12341933081360493,0.061709665406802464,-0.0069980221840059975,0.0008201734616193654,1,0.2,0.0,3.907985046680551e-14,0,,,,,
square,1,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,metal,3.0,0.01,6.0,0.02,0.14827757862853486,0.1482775786285344,0.020569850450187964,1.0,-3.0164315525236844,-1.5082157762618422,-0.13741516248448468,-0.06870758124224234,0.12341910270112778,0.06170955135056389,-0.006998029891678449,0.0008201713085561755,1,0.2,2.220446049250313e-16,3.197442310920451e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,256,16,,insulator,2.0,0.01,4.0,0.02,1.0082383683497828e-07,1.0082383683497793e-07,4.805310517116685e-13,1.0,-2.0225884429482477,-1.0112942214741238,-0.017448010267701434,-0.008724005133850717,1.922124206846674e-12,9.61062103423337e-13,-0.008724005132889654,0.00015224549633927558,1,1.2,2.220446049250313e-16,2.7892355092262733e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,1024,32,,insulator,2.0,0.01,4.0,0.02,9.878994078337541e-08,9.878994078337509e-08,4.825410375081473e-13,1.0000000000000002,-2.022588353383,-1.0112941766915,-0.017447831229252808,-0.008723915614626404,1.930164150032589e-12,9.650820750162946e-13,-0.008723915613661322,0.0001522423796495961,1,1.2,0.0,3.2155611506823334e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,4096,64,,insulator,2.0,0.01,4.0,0.02,1.0575774700427803e-07,1.0575774700427772e-07,4.817091401475048e-13,1.0,-2.0225884698569274,-1.0112942349284637,-0.017448064057777296,-0.008724032028888648,1.9268365605900193e-12,9.634182802950096e-13,-0.00872403202792523,0.00015224644976557196,1,1.2,0.0,3.6852298990197596e-11,0,,,,,
square,1,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,insulator,2.0,0.01,4.0,0.02,1.0341394984791036e-07,1.0341394984790999e-07,4.816339632754929e-13,1.0,-2.0225884728985335,-1.0112942364492667,-0.01744807014037848,-0.00872403507018924,1.9265358531019717e-12,9.632679265509859e-13,-0.008724035069225972,0.00015224654696362197,1,1.2,0.0,2.5803359449128038e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,256,16,,insulator,2.5,0.01,5.0,0.02,9.309493775865652e-08,9.309493775865623e-08,4.336571220546756e-12,1.0,-2.5230088230960277,-1.2615044115480138,-0.01828831756738582,-0.00914415878369291,2.168285610273378e-11,1.084142805136689e-11,-0.009144158772851482,0.00016728431311220803,1,0.7,1.1102230246251565e-16,3.0176749987731455e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,1024,32,,insulator,2.5,0.01,5.0,0.02,9.079524987409943e-08,9.07952498740991e-08,4.336294521457594e-12,0.9999999999999999,-2.5230087241273864,-1.2615043620636932,-0.01828811974170295,-0.009144059870851476,2.168147260728797e-11,1.0840736303643984e-11,-0.00914405986001074,0.00016728068897696425,1,0.7,0.0,4.015276999780326e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,4096,64,,insulator,2.5,0.01,5.0,0.02,9.71819626993602e-08,9.718196269935978e-08,4.3332187136279965e-12,1.0,-2.523008651699101,-1.2615043258495504,-0.01828797496688023,-0.009143987483440115,2.1666093568139983e-11,1.0833046784069992e-11,-0.009143987472607069,0.00016727803673834618,1,0.7,4.440892098500626e-16,4.0682124335944536e-11,0,,,,,
square,1,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,insulator,2.5,0.01,5.0,0.02,8.877040535977991e-08,8.877040535977965e-08,4.335121416991155e-12,1.0,-2.5230087979266784,-1.2615043989633392,-0.018288267260159106,-0.009144133630079553,2.1675607084955776e-11,1.0837803542477888e-11,-0.00914413361924175,0.0001672833728556764,1,0.7,0.0,3.391420477782958e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,256,16,,insulator,3.0,0.01,6.0,0.02,3.990061714365153e-08,3.990061714365135e-08,2.6329311378285733e-12,1.0000000000000002,-3.022569679160135,-1.5112848395800675,-0.01741050189995076,-0.00870525094997538,1.579758682697144e-11,7.89879341348572e-12,-0.008705250942076588,0.00015160262895081363,1,0.2,2.220446049250313e-16,6.285461040533846e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,1024,32,,insulator,3.0,0.01,6.0,0.02,3.7561763588374195e-08,3.756176358837405e-08,2.6305561124360464e-12,1.0,-3.0225698583238767,-1.5112849291619384,-0.01741086004401576,-0.00870543002200788,1.578333667461628e-11,7.89166833730814e-12,-0.008705430014116212,0.000151608849690485,1,0.2,0.0,4.668621045311738e-11,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,4096,64,,insulator,3.0,0.01,6.0,0.02,4.4136450494387744e-08,4.4136450494387545e-08,2.6288555522460034e-12,1.0,-3.022569899068479,-1.5112849495342395,-0.017410941491504957,-0.008705470745752479,1.577313331347602e-11,7.88656665673801e-12,-0.008705470737865912,0.00015161026956050572,1,0.2,2.220446049250313e-16,5.395506263994321e-11,0,,,,,
square,1,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,insulator,3.0,0.01,6.0,0.02,4.072057691041282e-08,4.0720576910412666e-08,2.632817186917212e-12,1.0,-3.022569655085853,-1.5112848275429265,-0.0174104537789483,-0.00870522688947415,1.5796903121503273e-11,7.898451560751636e-12,-0.0087052268815757,0.0001516017868738057,1,0.2,0.0,4.8675730113245663e-11,0,,,,,
